65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,67,173,172,175,176,177,178,179,179,179,179,175,176,177,178,179,179,179,179,179,179,177
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,45,6,175,175,175,175,175,176,177,178,179,176,175,176,177,178,179,176,177,178,179,177
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,45,6,175,175,175,175,176,177,178,179,179,175,176,177,178,179,176,177,178,179,177
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,45,5,6,175,175,175,176,177,178,179,175,176,177,178,179,177,178,179,175,176
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,45,6,175,176,177,178,179,179,175,176,177,178,179,177,178,179,175,176
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,67,175,176,177,178,179,179,175,175,176,177,178,179,178,179,175,176
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,25,27,7,175,176,177,178,179,176,177,175,176,175,176,177,178,179,176,177
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,25,27,7,175,176,177,178,179,179,179,176,177,175,176,175,176,177,178,179,176,177
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,25,27,27,7,175,176,177,178,179,179,179,179,179,176,177,175,176,175,176,177,178,179,176,177
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,67,175,176,177,178,179,175,176,177,178,179,179,175,176,177,175,175,175,176,177,178,179,176,177
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,67,175,176,175,176,177,178,179,179,179,179,179,175,176,177,178,175,175,176,177,178,179,176,177
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,67,175,175,176,177,178,179,179,176,177,178,179,179,176,177,178,175,175,176,177,178,179,176,177
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,67,175,175,175,175,175,175,175,176,177,178,179,179,176,177,178,175,175,176,177,178,179,179,177
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,45,5,5,6,175,175,175,175,176,177,178,179,179,176,177,178,175,175,176,177,178,179,179,177
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,45,5,6,175,175,176,177,178,179,179,176,177,178,179,175,176,177,178,179,179,178
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,45,6,175,176,177,178,179,179,177,178,179,176,175,175,176,177,178,179,178
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,45,6,176,177,178,179,179,179,178,179,176,175,175,176,177,178,179,178
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,25,7,175,175,176,177,178,179,178,179,176,175,175,176,177,178,179,178
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,67,175,175,176,177,178,179,177,178,179,176,175,175,176,177,178,179,178
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,25,27,7,175,176,177,178,179,179,177,178,179,175,175,175,176,177,178,179,178
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,25,27,27,27,27,27,27,27,27,7,175,175,176,175,176,177,178,179,177,178,179,175,175,175,176,177,178,179,178
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,7,175,176,177,178,179,175,176,177,178,175,175,176,175,176,177,178,179,177,178,179,175,175,175,176,177,178,179,178
175,175,175,175,175,175,175,176,177,178,179,175,175,176,177,178,179,179,175,175,176,177,178,175,176,177,178,179,179,179,179,179,179,177,178,179,179,175,175,176,177,178,175,175,175,176,177,178,179,177,178,179,175,175,175,176,177,178,179,178
175,176,177,178,175,176,177,175,175,175,175,175,175,175,175,175,175,175,175,175,175,176,177,178,179,179,179,179,175,176,177,178,179,177,178,179,177,178,175,176,177,178,179,175,176,177,178,179,179,177,178,179,175,175,175,176,177,178,179,178
175,176,177,175,175,176,177,178,179,179,179,175,176,177,178,179,179,179,175,175,175,175,175,175,175,175,176,177,178,179,177,178,179,179,179,179,178,175,176,177,178,179,175,175,176,177,178,179,176,177,178,179,175,175,175,176,177,178,179,178
175,176,177,175,175,175,176,177,178,179,177,175,176,177,178,179,178,179,175,175,176,175,175,176,177,178,179,175,175,175,176,177,178,179,179,179,179,175,176,177,178,175,175,176,177,178,179,175,176,177,178,179,175,175,175,176,177,178,179,178
175,176,177,175,176,175,176,177,178,179,175,176,177,178,179,179,178,175,175,176,175,175,175,176,177,178,175,176,177,175,176,177,178,179,177,178,179,175,175,176,175,175,176,177,178,179,179,175,176,177,178,179,175,175,175,176,177,178,179,178
175,176,177,175,176,175,175,176,177,178,179,176,177,178,179,178,179,175,175,176,175,176,175,176,177,178,175,176,177,175,175,176,177,178,179,176,177,178,175,176,175,176,177,178,179,178,179,179,176,177,178,179,175,175,175,176,177,178,179,178
176,177,178,175,176,177,175,176,177,178,179,176,177,178,179,179,175,176,175,175,175,176,175,176,177,178,175,176,177,175,175,176,177,178,179,176,177,178,175,175,175,176,177,178,179,177,178,179,176,177,178,179,175,175,175,176,177,178,179,178
176,177,178,175,176,177,175,175,176,177,178,179,177,178,179,175,175,176,175,175,176,177,175,176,177,178,175,175,176,177,178,179,177,178,179,175,176,177,178,179,175,175,176,175,176,177,178,179,176,177,178,179,175,175,175,176,177,178,179,178
176,177,178,175,176,177,178,175,175,176,177,178,179,178,179,175,176,177,175,175,176,177,175,176,177,175,175,175,176,177,178,179,177,178,175,176,177,178,179,179,175,175,176,175,176,177,178,179,176,177,178,179,175,175,175,176,177,178,179,178
176,177,178,175,176,177,178,179,175,176,177,178,179,178,175,176,177,178,175,175,176,177,178,175,176,175,175,176,177,178,179,179,177,178,175,176,177,178,179,179,175,175,175,175,176,177,178,179,176,177,178,179,175,175,175,176,177,178,179,178
176,177,178,179,175,176,177,178,175,175,176,177,178,175,175,176,177,178,175,176,177,178,179,175,176,175,175,176,177,178,179,179,177,178,175,176,177,178,175,175,175,175,175,176,177,178,179,175,176,177,178,179,175,175,175,176,177,178,179,178
176,177,178,179,175,176,177,178,179,175,175,176,175,175,176,177,178,179,176,177,178,179,179,175,175,175,175,176,177,178,179,179,177,178,175,176,175,175,175,176,177,178,179,176,177,178,179,175,176,177,178,179,175,175,175,176,177,178,179,178
176,177,178,179,175,175,176,177,178,179,175,175,176,177,178,179,178,175,176,177,178,179,179,175,175,176,175,176,177,178,179,179,177,175,176,175,175,176,177,178,179,175,175,176,177,178,179,175,176,177,178,179,175,175,175,176,177,178,179,178
176,177,178,179,175,175,176,177,178,179,179,178,179,179,177,178,179,175,176,177,178,179,179,175,175,175,176,177,178,179,179,179,177,175,176,175,176,177,178,179,177,175,175,176,177,178,179,175,176,177,178,179,175,176,175,176,177,178,179,178
176,177,178,179,175,176,175,176,177,178,179,179,179,176,177,178,179,175,176,177,178,179,179,175,176,175,176,177,178,179,178,179,176,175,175,175,176,177,178,179,179,175,175,176,177,178,179,175,176,177,178,179,175,176,175,176,177,178,179,178
